r=	f	39665	41447
r=	t	41448	43234
r=	k	43235	44837
r=	m	44838	46381
r=	(Z)	46382	48047
-----------------------------
r=~	s	0	2898
r=~	(S)	2899	5926
r=~	G	5927	10501
r=~	x	10502	13621
r=~	ts	13622	19234
r=~	p	19235	22015
r=~	d	22016	25625
r=~	(J)	25626	29860
r=~	k	29861	32919
r=~	J-	32920	36385
r=~	t(S)	36386	41839
r=~	b	41840	44707
r=~	v	44708	48366
r=~	z	48367	51005
r=~	h-	51006	53876
r=~	dz	53877	59469
r=~	(L)	59470	62516
r=~	t	62517	64509
r=~	n	64510	68980
r=~	m	68981	71225
-----------------------------
s	ts	0	2159
s	E	2160	4240
s	I_^a	4241	6639
s	I~	6640	9598
s	m	9599	11598
s	E~	11599	14862
s	(L)	14863	17186
s	t	17187	18788
s	l	18789	21099
s	a	21100	23013
s	l=~	23014	27281
s	(J)	27282	29772
s	O~	29773	33128
s	_	33129	34731
s	r=~	34732	39120
s	r=	39121	41454
s	I	41455	43103
s	U~	43104	46528
s	l=	46529	48688
s	I_^E	48689	52203
s	n	52204	54217
s	v	54218	56546
s	k	56547	58628
s	a~	58629	61351
s	t(S)	61352	63591
s	O	63592	65816
s	c	65817	68458
s	x	68459	70300
s	f	70301	72143
s	U	72144	73627
s	p	73628	75390
s	s	75391	77469
s	U_^O	77470	80536
-----------------------------
t	U	0	1189
t	c	1190	2881
t	f	2882	4335
t	r	4336	5451
t	r=~	5452	7695
t	t(S)	7696	10109
t	l	10110	11583
t	I~	11584	13881
t	O~	13882	16615
t	E~	16616	19354
t	_	19355	20630
t	v	20631	21283
t	E	21284	22659
t	r=	22660	24050
t	l=~	24051	27560
t	p	27561	29400
t	s	29401	31227
t	t	31228	33465
t	n	33466	34739
t	U_^	34740	36629
t	g	36630	38021
t	x	38022	39868
t	(L)	39869	41226
t	a~	41227	44482
t	O	44483	47036
t	a	47037	49912
t	(J)	49913	51533
t	m	51534	53219
t	l=	53220	54543
t	k	54544	56323
t	U_^O	56324	59522
t	I	59523	60583
-----------------------------
t(S)	I_^a	0	2402
t(S)	U	2403	5577
t(S)	k	5578	7416
t(S)	I_^u	7417	11253
t(S)	a	11254	13096
t(S)	(L)	13097	14943
t(S)	r=~	14944	18136
t(S)	p	18137	19498
t(S)	h-	19499	21074
t(S)	v	21075	22192
t(S)	l=	22193	24431
t(S)	a~	24432	26434
t(S)	O~	26435	29159
t(S)	E	29160	30504
t(S)	n	30505	32105
t(S)	I	32106	33694
t(S)	r=	33695	35051
t(S)	l	35052	36316
t(S)	m	36317	38180
t(S)	O	38181	40256
t(S)	c	40257	42258
t(S)	I_^E	42259	46679
t(S)	(J)	46680	48898
t(S)	_	48899	62271
t(S)	r	62272	63779
t(S)	I~	63780	68243
t(S)	U~	68244	71034
t(S)	s	71035	73038
t(S)	t	73039	74882
-----------------------------
ts	p	0	2080
ts	k	2081	3918
ts	t(S)	3919	6558
ts	n	6559	8876
ts	m	8877	10975
ts	I_^E	10976	13197
ts	l	13198	15183
ts	I_^a	15184	17573
ts	c	17574	20299
ts	t	20300	22621
ts	O	22622	24209
ts	I	24210	26565
ts	j	26566	28737
ts	s	28738	31296
ts	f	31297	33297
ts	(J)	33298	35548
ts	U~	35549	37966
ts	E~	37967	40609
ts	E	40610	42148
ts	I~	42149	46477
ts	O~	46478	51050
ts	v	51051	52390
ts	a	52391	55300
ts	U	55301	56593
ts	_	56594	58588
-----------------------------
v	r=~	0	2407
v	(L)	2408	3626
v	I_^a	3627	7014
v	r=	7015	8690
v	U_^	8691	10604
v	a~	10605	13404
v	l	13405	14479
v	l=	14480	15939
v	n	15940	17238
v	I_^E	17239	19485
v	l=~	19486	22924
v	I	22925	24086
v	r	24087	25511
v	k	25512	27189
v	U~	27190	31478
v	c	31479	33321
v	U	33322	34962
v	(J)	34963	36669
v	_	36670	37678
v	I~	37679	41286
v	U_^O	41287	44039
v	J-	44040	45464
v	a	45465	46792
v	j	46793	48722
v	E~	48723	51384
v	O	51385	52510
v	O~	52511	54104
v	E	54105	55219
-----------------------------
w	z	0	1687
w	g	1688	3848
w	(J)	3849	6353
w	(Z)	6354	7844
w	m	7845	10375
w	d	10376	12275
w	h-	12276	14440
w	J-	14441	16036
w	_	16037	17907
w	n	17908	19569
w	b	19570	21855
-----------------------------
x	U_^O	0	3511
x	s	3512	5678
x	a~	5679	8802
x	r=	8803	11615
x	l	11616	13283
x	z	13284	15190
x	_	15191	17431
x	k	17432	19342
x	n	19343	21286
x	U~	21287	24068
x	(S)	24069	25912
x	a	25913	27505
x	v	27506	29419
x	I	29420	30919
x	t(S)	30920	32840
x	m	32841	34747
x	E~	34748	37203
x	l=	37204	40455
x	U	40456	43997
x	r	43998	45645
x	(J)	45646	47880
x	f	47881	48920
x	t	48921	50994
x	I~	50995	54011
x	E	54012	56157
x	ts	56158	58155
x	O	58156	59842
x	O~	59843	62875
-----------------------------
z	n	0	1578
z	O	1579	3792
z	(S)	3793	6196
z	O~	6197	8518
z	a~	8519	11245
z	s	11246	13326
z	I_^a	13327	16197
z	I	16198	18080
z	k	18081	21278
z	I_^	21279	23399
z	I_^U	23400	26768
z	m	26769	28158
z	w	28159	29852
z	b	29853	31453
z	h-	31454	32833
z	d	32834	34562
z	g	34563	36484
z	U	36485	38002
z	l	38003	40068
z	r	40069	41282
z	r=~	41283	45906
z	(J)	45907	47677
z	(Z)	47678	50236
z	I_^E	50237	53276
z	a	53277	56698
z	E~	56699	59960
z	d(Z)	59961	61980
z	_	61981	63592
z	I~	63593	66821
z	r=	66822	69302
z	U~	69303	72020
z	E	72021	73694
z	v	73695	75609
-----------------------------
{	c	0	1920
-----------------------------
